"speed","period","warning","pair"
"1248",42,1,2,7
"1249",42,1,2,7
"1250",42,1,2,7
"1251",42,1,2,7
"1252",42,1,2,7
"1253",42,1,2,7
"1254",42,1,2,7
"1255",43,1,2,7
"1256",43,1,2,7
"1257",43,1,2,7
"1258",43,1,2,7
"1259",43,1,2,7
"1260",44,1,2,7
"1261",44,1,2,7
"1262",44,1,2,7
"1263",44,1,2,7
"1264",44,1,2,7
"1265",44,1,2,7
"1266",44,1,2,7
"1267",44,1,2,7
"1268",45,1,2,7
"1269",45,1,2,7
"1270",45,1,2,7
"1271",45,1,2,7
"1272",45,1,2,7
"1273",45,1,2,7
"1274",45,1,2,7
"1275",45,1,2,7
"1276",45,1,2,7
"1277",45,1,2,7
"1278",45,1,2,7
"1279",46,1,2,7
"1280",46,1,2,7
"1281",46,1,2,7
"1282",46,1,2,7
"1283",46,1,2,7
"1284",46,1,2,7
"1285",47,1,2,7
"1286",47,1,2,7
"1287",47,1,2,7
"1288",47,1,2,7
"1289",48,1,2,7
"1290",48,1,2,7
"1291",48,1,2,7
"1292",48,1,2,7
"1293",48,1,2,7
"1294",48,1,2,7
"1295",49,1,2,7
"1296",51,1,2,7
"1297",53,1,2,7
"1298",54,1,2,7
"1299",55,1,2,7
"1300",56,1,2,7
"1301",31,2,2,7
"1302",32,2,2,7
"1303",33,2,2,7
"1304",33,2,2,7
"1305",33,2,2,7
"1306",33,2,2,7
"1307",35,2,2,7
"1308",35,2,2,7
"1309",35,2,2,7
"1310",36,2,2,7
"1311",36,2,2,7
"1312",36,2,2,7
"1313",36,2,2,7
"1314",36,2,2,7
"1315",37,2,2,7
"1316",37,2,2,7
"1317",37,2,2,7
"1318",38,2,2,7
"1319",38,2,2,7
"1320",38,2,2,7
"1321",38,2,2,7
"1322",38,2,2,7
"1323",38,2,2,7
"1324",38,2,2,7
"1325",39,2,2,7
"1326",39,2,2,7
"1327",40,2,2,7
"1328",40,2,2,7
"1329",40,2,2,7
"1330",40,2,2,7
"1331",40,2,2,7
"1332",40,2,2,7
"1333",40,2,2,7
"1334",40,2,2,7
"1335",41,2,2,7
"1336",41,2,2,7
"1337",41,2,2,7
"1338",41,2,2,7
"1339",41,2,2,7
"1340",41,2,2,7
"1341",42,2,2,7
"1342",42,2,2,7
"1343",42,2,2,7
"1344",42,2,2,7
"1345",42,2,2,7
"1346",42,2,2,7
"1347",42,2,2,7
"1348",42,2,2,7
"1349",42,2,2,7
"1350",43,2,2,7
"1351",43,2,2,7
"1352",43,2,2,7
"1353",43,2,2,7
"1354",43,2,2,7
"1355",43,2,2,7
"1356",43,2,2,7
"1357",43,2,2,7
"1358",43,2,2,7
"1359",43,2,2,7
"1360",43,2,2,7
"1361",43,2,2,7
"1362",43,2,2,7
"1363",44,2,2,7
"1364",44,2,2,7
"1365",44,2,2,7
"1366",44,2,2,7
"1367",44,2,2,7
"1368",45,2,2,7
"1369",45,2,2,7
"1370",45,2,2,7
"1371",45,2,2,7
"1372",45,2,2,7
"1373",45,2,2,7
"1374",45,2,2,7
"1375",46,2,2,7
"1376",46,2,2,7
"1377",46,2,2,7
"1378",46,2,2,7
"1379",46,2,2,7
"1380",46,2,2,7
"1381",46,2,2,7
"1382",46,2,2,7
"1383",46,2,2,7
"1384",46,2,2,7
"1385",47,2,2,7
"1386",47,2,2,7
"1387",47,2,2,7
"1388",47,2,2,7
"1389",48,2,2,7
"1390",48,2,2,7
"1391",49,2,2,7
"1392",49,2,2,7
"1393",49,2,2,7
"1394",49,2,2,7
"1395",49,2,2,7
"1396",50,2,2,7
"1397",50,2,2,7
"1398",51,2,2,7
"1399",52,2,2,7
"1400",54,2,2,7
"1401",30,1,1,8
"1402",30,1,1,8
"1403",30,1,1,8
"1404",30,1,1,8
"1405",30,1,1,8
"1406",31,1,1,8
"1407",31,1,1,8
"1408",31,1,1,8
"1409",32,1,1,8
"1410",32,1,1,8
"1411",32,1,1,8
"1412",32,1,1,8
"1413",32,1,1,8
"1414",33,1,1,8
"1415",33,1,1,8
"1416",33,1,1,8
"1417",34,1,1,8
"1418",34,1,1,8
"1419",34,1,1,8
"1420",34,1,1,8
"1421",34,1,1,8
"1422",35,1,1,8
"1423",35,1,1,8
"1424",35,1,1,8
"1425",35,1,1,8
"1426",35,1,1,8
"1427",35,1,1,8
"1428",35,1,1,8
"1429",35,1,1,8
"1430",35,1,1,8
"1431",35,1,1,8
"1432",35,1,1,8
"1433",36,1,1,8
"1434",36,1,1,8
"1435",36,1,1,8
"1436",36,1,1,8
"1437",36,1,1,8
"1438",36,1,1,8
"1439",36,1,1,8
"1440",36,1,1,8
"1441",36,1,1,8
"1442",37,1,1,8
"1443",37,1,1,8
"1444",37,1,1,8
"1445",38,1,1,8
"1446",38,1,1,8
"1447",38,1,1,8
"1448",38,1,1,8
"1449",39,1,1,8
"1450",39,1,1,8
"1451",39,1,1,8
"1452",39,1,1,8
"1453",39,1,1,8
"1454",39,1,1,8
"1455",39,1,1,8
"1456",39,1,1,8
"1457",39,1,1,8
"1458",39,1,1,8
"1459",39,1,1,8
"1460",40,1,1,8
"1461",40,1,1,8
"1462",40,1,1,8
"1463",40,1,1,8
"1464",40,1,1,8
"1465",40,1,1,8
"1466",40,1,1,8
"1467",40,1,1,8
"1468",40,1,1,8
"1469",40,1,1,8
"1470",40,1,1,8
"1471",41,1,1,8
"1472",41,1,1,8
"1473",41,1,1,8
"1474",41,1,1,8
"1475",41,1,1,8
"1476",41,1,1,8
"1477",41,1,1,8
"1478",41,1,1,8
"1479",41,1,1,8
"1480",42,1,1,8
"1481",42,1,1,8
"1482",42,1,1,8
"1483",42,1,1,8
"1484",43,1,1,8
"1485",43,1,1,8
"1486",43,1,1,8
"1487",44,1,1,8
"1488",44,1,1,8
"1489",44,1,1,8
"1490",45,1,1,8
"1491",45,1,1,8
"1492",45,1,1,8
"1493",45,1,1,8
"1494",46,1,1,8
"1495",46,1,1,8
"1496",47,1,1,8
"1497",48,1,1,8
"1498",51,1,1,8
"1499",51,1,1,8
"1500",55,1,1,8
"1501",23,2,1,8
"1502",28,2,1,8
"1503",28,2,1,8
"1504",28,2,1,8
"1505",31,2,1,8
"1506",31,2,1,8
"1507",31,2,1,8
"1508",31,2,1,8
"1509",32,2,1,8
"1510",32,2,1,8
"1511",33,2,1,8
"1512",33,2,1,8
"1513",33,2,1,8
"1514",33,2,1,8
"1515",33,2,1,8
"1516",34,2,1,8
"1517",34,2,1,8
"1518",34,2,1,8
"1519",34,2,1,8
"1520",34,2,1,8
"1521",34,2,1,8
"1522",35,2,1,8
"1523",35,2,1,8
"1524",35,2,1,8
"1525",35,2,1,8
"1526",35,2,1,8
"1527",35,2,1,8
"1528",36,2,1,8
"1529",36,2,1,8
"1530",36,2,1,8
"1531",36,2,1,8
"1532",36,2,1,8
"1533",36,2,1,8
"1534",36,2,1,8
"1535",36,2,1,8
"1536",36,2,1,8
"1537",37,2,1,8
"1538",37,2,1,8
"1539",37,2,1,8
"1540",37,2,1,8
"1541",37,2,1,8
"1542",37,2,1,8
"1543",37,2,1,8
"1544",38,2,1,8
"1545",38,2,1,8
"1546",38,2,1,8
"1547",38,2,1,8
"1548",38,2,1,8
"1549",38,2,1,8
"1550",38,2,1,8
"1551",38,2,1,8
"1552",38,2,1,8
"1553",38,2,1,8
"1554",38,2,1,8
"1555",38,2,1,8
"1556",39,2,1,8
"1557",39,2,1,8
"1558",39,2,1,8
"1559",39,2,1,8
"1560",39,2,1,8
"1561",39,2,1,8
"1562",39,2,1,8
"1563",39,2,1,8
"1564",40,2,1,8
"1565",40,2,1,8
"1566",40,2,1,8
"1567",40,2,1,8
"1568",40,2,1,8
"1569",41,2,1,8
"1570",41,2,1,8
"1571",41,2,1,8
"1572",41,2,1,8
"1573",41,2,1,8
"1574",42,2,1,8
"1575",42,2,1,8
"1576",42,2,1,8
"1577",42,2,1,8
"1578",43,2,1,8
"1579",43,2,1,8
"1580",43,2,1,8
"1581",43,2,1,8
"1582",43,2,1,8
"1583",43,2,1,8
"1584",44,2,1,8
"1585",44,2,1,8
"1586",44,2,1,8
"1587",45,2,1,8
"1588",45,2,1,8
"1589",45,2,1,8
"1590",45,2,1,8
"1591",45,2,1,8
"1592",46,2,1,8
"1593",46,2,1,8
"1594",47,2,1,8
"1595",48,2,1,8
"1596",48,2,1,8
"1597",49,2,1,8
"1598",52,2,1,8
"1599",56,2,1,8
"1600",63,2,1,8
"1601",29,1,2,8
"1602",29,1,2,8
"1603",31,1,2,8
"1604",31,1,2,8
"1605",31,1,2,8
"1606",31,1,2,8
"1607",31,1,2,8
"1608",32,1,2,8
"1609",32,1,2,8
"1610",32,1,2,8
"1611",32,1,2,8
"1612",32,1,2,8
"1613",33,1,2,8
"1614",33,1,2,8
"1615",33,1,2,8
"1616",34,1,2,8
"1617",34,1,2,8
"1618",34,1,2,8
"1619",34,1,2,8
"1620",34,1,2,8
"1621",34,1,2,8
"1622",34,1,2,8
"1623",34,1,2,8
"1624",34,1,2,8
"1625",35,1,2,8
"1626",35,1,2,8
"1627",35,1,2,8
"1628",35,1,2,8
"1629",35,1,2,8
"1630",35,1,2,8
"1631",36,1,2,8
"1632",36,1,2,8
"1633",36,1,2,8
"1634",36,1,2,8
"1635",36,1,2,8
"1636",36,1,2,8
"1637",36,1,2,8
"1638",36,1,2,8
"1639",37,1,2,8
"1640",37,1,2,8
"1641",37,1,2,8
"1642",37,1,2,8
"1643",37,1,2,8
"1644",37,1,2,8
"1645",37,1,2,8
"1646",37,1,2,8
"1647",37,1,2,8
"1648",37,1,2,8
"1649",38,1,2,8
"1650",38,1,2,8
"1651",38,1,2,8
"1652",38,1,2,8
"1653",38,1,2,8
"1654",38,1,2,8
"1655",38,1,2,8
"1656",38,1,2,8
"1657",38,1,2,8
"1658",38,1,2,8
"1659",39,1,2,8
"1660",39,1,2,8
"1661",39,1,2,8
"1662",39,1,2,8
"1663",39,1,2,8
"1664",39,1,2,8
"1665",39,1,2,8
"1666",39,1,2,8
"1667",39,1,2,8
"1668",39,1,2,8
"1669",39,1,2,8
"1670",40,1,2,8
"1671",40,1,2,8
"1672",40,1,2,8
"1673",40,1,2,8
"1674",41,1,2,8
"1675",41,1,2,8
"1676",41,1,2,8
"1677",41,1,2,8
"1678",41,1,2,8
"1679",41,1,2,8
"1680",41,1,2,8
"1681",42,1,2,8
"1682",42,1,2,8
"1683",42,1,2,8
"1684",42,1,2,8
"1685",43,1,2,8
"1686",43,1,2,8
"1687",43,1,2,8
"1688",43,1,2,8
"1689",44,1,2,8
"1690",44,1,2,8
"1691",45,1,2,8
"1692",45,1,2,8
"1693",45,1,2,8
"1694",46,1,2,8
"1695",47,1,2,8
"1696",47,1,2,8
"1697",47,1,2,8
"1698",47,1,2,8
"1699",54,1,2,8
"1700",56,1,2,8
"1701",29,2,2,8
"1702",29,2,2,8
"1703",29,2,2,8
"1704",30,2,2,8
"1705",30,2,2,8
"1706",30,2,2,8
"1707",31,2,2,8
"1708",31,2,2,8
"1709",31,2,2,8
"1710",31,2,2,8
"1711",31,2,2,8
"1712",31,2,2,8
"1713",31,2,2,8
"1714",32,2,2,8
"1715",32,2,2,8
"1716",32,2,2,8
"1717",32,2,2,8
"1718",32,2,2,8
"1719",32,2,2,8
"1720",33,2,2,8
"1721",33,2,2,8
"1722",33,2,2,8
"1723",33,2,2,8
"1724",33,2,2,8
"1725",33,2,2,8
"1726",33,2,2,8
"1727",33,2,2,8
"1728",34,2,2,8
"1729",34,2,2,8
"1730",34,2,2,8
"1731",34,2,2,8
"1732",34,2,2,8
"1733",34,2,2,8
"1734",34,2,2,8
"1735",34,2,2,8
"1736",34,2,2,8
"1737",34,2,2,8
"1738",34,2,2,8
"1739",34,2,2,8
"1740",35,2,2,8
"1741",35,2,2,8
"1742",35,2,2,8
"1743",36,2,2,8
"1744",36,2,2,8
"1745",36,2,2,8
"1746",36,2,2,8
"1747",36,2,2,8
"1748",36,2,2,8
"1749",36,2,2,8
"1750",37,2,2,8
"1751",37,2,2,8
"1752",37,2,2,8
"1753",37,2,2,8
"1754",37,2,2,8
"1755",37,2,2,8
"1756",37,2,2,8
"1757",37,2,2,8
"1758",37,2,2,8
"1759",38,2,2,8
"1760",38,2,2,8
"1761",38,2,2,8
"1762",38,2,2,8
"1763",38,2,2,8
"1764",39,2,2,8
"1765",39,2,2,8
"1766",39,2,2,8
"1767",39,2,2,8
"1768",39,2,2,8
"1769",39,2,2,8
"1770",40,2,2,8
"1771",40,2,2,8
"1772",40,2,2,8
"1773",40,2,2,8
"1774",40,2,2,8
"1775",40,2,2,8
"1776",40,2,2,8
"1777",41,2,2,8
"1778",41,2,2,8
"1779",41,2,2,8
"1780",41,2,2,8
"1781",41,2,2,8
"1782",41,2,2,8
"1783",41,2,2,8
"1784",42,2,2,8
"1785",42,2,2,8
"1786",42,2,2,8
"1787",42,2,2,8
"1788",42,2,2,8
"1789",43,2,2,8
"1790",43,2,2,8
"1791",43,2,2,8
"1792",43,2,2,8
"1793",44,2,2,8
"1794",44,2,2,8
"1795",44,2,2,8
"1796",45,2,2,8
"1797",46,2,2,8
"1798",48,2,2,8
"1799",49,2,2,8
"1800",50,2,2,8
"1801",30,1,1,9
"1802",30,1,1,9
"1803",30,1,1,9
"1804",30,1,1,9
"1805",31,1,1,9
"1806",31,1,1,9
"1807",31,1,1,9
"1808",32,1,1,9
"1809",32,1,1,9
"1810",32,1,1,9
"1811",32,1,1,9
"1812",32,1,1,9
"1813",32,1,1,9
"1814",33,1,1,9
"1815",33,1,1,9
"1816",33,1,1,9
"1817",33,1,1,9
"1818",33,1,1,9
"1819",33,1,1,9
"1820",34,1,1,9
"1821",34,1,1,9
"1822",34,1,1,9
"1823",34,1,1,9
"1824",34,1,1,9
"1825",34,1,1,9
"1826",34,1,1,9
"1827",35,1,1,9
"1828",35,1,1,9
"1829",35,1,1,9
"1830",35,1,1,9
"1831",35,1,1,9
"1832",35,1,1,9
"1833",35,1,1,9
"1834",35,1,1,9
"1835",35,1,1,9
"1836",35,1,1,9
"1837",35,1,1,9
"1838",35,1,1,9
"1839",35,1,1,9
"1840",36,1,1,9
"1841",36,1,1,9
"1842",36,1,1,9
"1843",36,1,1,9
"1844",36,1,1,9
"1845",36,1,1,9
"1846",37,1,1,9
"1847",37,1,1,9
"1848",37,1,1,9
"1849",38,1,1,9
"1850",38,1,1,9
"1851",38,1,1,9
"1852",38,1,1,9
"1853",38,1,1,9
"1854",38,1,1,9
"1855",38,1,1,9
"1856",38,1,1,9
"1857",38,1,1,9
"1858",38,1,1,9
"1859",39,1,1,9
"1860",39,1,1,9
"1861",39,1,1,9
"1862",39,1,1,9
"1863",39,1,1,9
"1864",39,1,1,9
"1865",39,1,1,9
"1866",40,1,1,9
"1867",40,1,1,9
"1868",40,1,1,9
"1869",40,1,1,9
"1870",40,1,1,9
"1871",40,1,1,9
"1872",40,1,1,9
"1873",40,1,1,9
"1874",41,1,1,9
"1875",41,1,1,9
"1876",41,1,1,9
"1877",42,1,1,9
"1878",42,1,1,9
"1879",42,1,1,9
"1880",42,1,1,9
"1881",42,1,1,9
"1882",42,1,1,9
"1883",43,1,1,9
"1884",43,1,1,9
"1885",43,1,1,9
"1886",44,1,1,9
"1887",44,1,1,9
"1888",44,1,1,9
"1889",45,1,1,9
"1890",45,1,1,9
"1891",45,1,1,9
"1892",45,1,1,9
"1893",46,1,1,9
"1894",48,1,1,9
"1895",49,1,1,9
"1896",49,1,1,9
"1897",50,1,1,9
"1898",50,1,1,9
"1899",50,1,1,9
"1900",51,1,1,9
"1901",24,2,1,9
"1902",26,2,1,9
"1903",27,2,1,9
"1904",27,2,1,9
"1905",27,2,1,9
"1906",28,2,1,9
"1907",28,2,1,9
"1908",28,2,1,9
"1909",29,2,1,9
"1910",29,2,1,9
"1911",29,2,1,9
"1912",29,2,1,9
"1913",30,2,1,9
"1914",30,2,1,9
"1915",30,2,1,9
"1916",30,2,1,9
"1917",30,2,1,9
"1918",30,2,1,9
"1919",31,2,1,9
"1920",31,2,1,9
"1921",31,2,1,9
"1922",31,2,1,9
"1923",31,2,1,9
"1924",31,2,1,9
"1925",31,2,1,9
"1926",32,2,1,9
"1927",32,2,1,9
"1928",32,2,1,9
"1929",32,2,1,9
"1930",32,2,1,9
"1931",32,2,1,9
"1932",32,2,1,9
"1933",32,2,1,9
"1934",33,2,1,9
"1935",33,2,1,9
"1936",33,2,1,9
"1937",33,2,1,9
"1938",33,2,1,9
"1939",33,2,1,9
"1940",33,2,1,9
"1941",33,2,1,9
"1942",33,2,1,9
"1943",33,2,1,9
"1944",34,2,1,9
"1945",34,2,1,9
"1946",34,2,1,9
"1947",34,2,1,9
"1948",34,2,1,9
"1949",34,2,1,9
"1950",34,2,1,9
"1951",34,2,1,9
"1952",34,2,1,9
"1953",34,2,1,9
"1954",34,2,1,9
"1955",35,2,1,9
"1956",35,2,1,9
"1957",35,2,1,9
"1958",35,2,1,9
"1959",35,2,1,9
"1960",35,2,1,9
"1961",35,2,1,9
"1962",36,2,1,9
"1963",36,2,1,9
"1964",36,2,1,9
"1965",36,2,1,9
"1966",36,2,1,9
"1967",36,2,1,9
"1968",36,2,1,9
"1969",36,2,1,9
"1970",36,2,1,9
"1971",36,2,1,9
"1972",36,2,1,9
"1973",36,2,1,9
"1974",36,2,1,9
"1975",37,2,1,9
"1976",37,2,1,9
"1977",37,2,1,9
"1978",37,2,1,9
"1979",37,2,1,9
"1980",37,2,1,9
"1981",38,2,1,9
"1982",38,2,1,9
"1983",38,2,1,9
"1984",38,2,1,9
"1985",38,2,1,9
"1986",39,2,1,9
"1987",39,2,1,9
"1988",39,2,1,9
"1989",39,2,1,9
"1990",39,2,1,9
"1991",40,2,1,9
"1992",40,2,1,9
"1993",41,2,1,9
"1994",41,2,1,9
"1995",42,2,1,9
"1996",42,2,1,9
"1997",42,2,1,9
"1998",42,2,1,9
"1999",43,2,1,9
"2000",50,2,1,9
"2001",30,1,2,9
"2002",31,1,2,9
"2003",31,1,2,9
"2004",32,1,2,9
"2005",33,1,2,9
"2006",33,1,2,9
"2007",34,1,2,9
"2008",34,1,2,9
"2009",34,1,2,9
"2010",34,1,2,9
"2011",35,1,2,9
"2012",36,1,2,9
"2013",36,1,2,9
"2014",36,1,2,9
"2015",36,1,2,9
"2016",36,1,2,9
"2017",36,1,2,9
"2018",36,1,2,9
"2019",37,1,2,9
"2020",37,1,2,9
"2021",37,1,2,9
"2022",37,1,2,9
"2023",38,1,2,9
"2024",38,1,2,9
"2025",38,1,2,9
"2026",38,1,2,9
"2027",38,1,2,9
"2028",38,1,2,9
"2029",38,1,2,9
"2030",38,1,2,9
"2031",38,1,2,9
"2032",38,1,2,9
"2033",38,1,2,9
"2034",39,1,2,9
"2035",39,1,2,9
"2036",39,1,2,9
"2037",39,1,2,9
"2038",39,1,2,9
"2039",39,1,2,9
"2040",39,1,2,9
"2041",40,1,2,9
"2042",40,1,2,9
"2043",40,1,2,9
"2044",40,1,2,9
"2045",40,1,2,9
"2046",40,1,2,9
"2047",40,1,2,9
"2048",40,1,2,9
"2049",40,1,2,9
"2050",40,1,2,9
"2051",40,1,2,9
"2052",40,1,2,9
"2053",41,1,2,9
"2054",41,1,2,9
"2055",41,1,2,9
"2056",41,1,2,9
"2057",41,1,2,9
"2058",41,1,2,9
"2059",41,1,2,9
"2060",42,1,2,9
"2061",42,1,2,9
"2062",42,1,2,9
"2063",42,1,2,9
"2064",42,1,2,9
"2065",42,1,2,9
"2066",42,1,2,9
"2067",42,1,2,9
"2068",42,1,2,9
"2069",42,1,2,9
"2070",42,1,2,9
"2071",42,1,2,9
"2072",42,1,2,9
"2073",42,1,2,9
"2074",43,1,2,9
"2075",43,1,2,9
"2076",43,1,2,9
"2077",43,1,2,9
"2078",44,1,2,9
"2079",44,1,2,9
"2080",44,1,2,9
"2081",45,1,2,9
"2082",45,1,2,9
"2083",45,1,2,9
"2084",46,1,2,9
"2085",47,1,2,9
"2086",47,1,2,9
"2087",47,1,2,9
"2088",48,1,2,9
"2089",48,1,2,9
"2090",48,1,2,9
"2091",48,1,2,9
"2092",48,1,2,9
"2093",48,1,2,9
"2094",49,1,2,9
"2095",49,1,2,9
"2096",50,1,2,9
"2097",50,1,2,9
"2098",50,1,2,9
"2099",51,1,2,9
"2100",56,1,2,9
"2101",30,2,2,9
"2102",30,2,2,9
"2103",30,2,2,9
"2104",30,2,2,9
"2105",31,2,2,9
"2106",31,2,2,9
"2107",32,2,2,9
"2108",32,2,2,9
"2109",32,2,2,9
"2110",32,2,2,9
"2111",33,2,2,9
"2112",33,2,2,9
"2113",33,2,2,9
"2114",33,2,2,9
"2115",34,2,2,9
"2116",34,2,2,9
"2117",34,2,2,9
"2118",34,2,2,9
"2119",34,2,2,9
"2120",34,2,2,9
"2121",35,2,2,9
"2122",35,2,2,9
"2123",35,2,2,9
"2124",35,2,2,9
"2125",35,2,2,9
"2126",35,2,2,9
"2127",35,2,2,9
"2128",35,2,2,9
"2129",35,2,2,9
"2130",35,2,2,9
"2131",35,2,2,9
"2132",35,2,2,9
"2133",35,2,2,9
"2134",35,2,2,9
"2135",35,2,2,9
"2136",35,2,2,9
"2137",36,2,2,9
"2138",36,2,2,9
"2139",36,2,2,9
"2140",36,2,2,9
"2141",36,2,2,9
"2142",37,2,2,9
"2143",37,2,2,9
"2144",37,2,2,9
"2145",37,2,2,9
"2146",37,2,2,9
"2147",37,2,2,9
"2148",37,2,2,9
"2149",37,2,2,9
"2150",37,2,2,9
"2151",37,2,2,9
"2152",37,2,2,9
"2153",38,2,2,9
"2154",38,2,2,9
"2155",38,2,2,9
"2156",38,2,2,9
"2157",38,2,2,9
"2158",38,2,2,9
"2159",38,2,2,9
"2160",38,2,2,9
"2161",38,2,2,9
"2162",38,2,2,9
"2163",39,2,2,9
"2164",39,2,2,9
"2165",39,2,2,9
"2166",39,2,2,9
"2167",39,2,2,9
"2168",39,2,2,9
"2169",39,2,2,9
"2170",39,2,2,9
"2171",39,2,2,9
"2172",39,2,2,9
"2173",40,2,2,9
"2174",40,2,2,9
"2175",40,2,2,9
"2176",40,2,2,9
"2177",40,2,2,9
"2178",40,2,2,9
"2179",41,2,2,9
"2180",41,2,2,9
"2181",41,2,2,9
"2182",41,2,2,9
"2183",41,2,2,9
"2184",41,2,2,9
"2185",41,2,2,9
"2186",42,2,2,9
"2187",42,2,2,9
"2188",42,2,2,9
"2189",42,2,2,9
"2190",42,2,2,9
"2191",42,2,2,9
"2192",42,2,2,9
"2193",43,2,2,9
"2194",43,2,2,9
"2195",43,2,2,9
"2196",43,2,2,9
"2197",46,2,2,9
"2198",48,2,2,9
"2199",48,2,2,9
"2200",49,2,2,9
"2201",22,1,1,10
"2202",23,1,1,10
"2203",23,1,1,10
"2204",26,1,1,10
"2205",26,1,1,10
"2206",26,1,1,10
"2207",26,1,1,10
"2208",27,1,1,10
"2209",27,1,1,10
"2210",27,1,1,10
"2211",27,1,1,10
"2212",27,1,1,10
"2213",28,1,1,10
"2214",28,1,1,10
"2215",28,1,1,10
"2216",28,1,1,10
"2217",28,1,1,10
"2218",28,1,1,10
"2219",28,1,1,10
"2220",29,1,1,10
"2221",29,1,1,10
"2222",29,1,1,10
"2223",29,1,1,10
"2224",30,1,1,10
"2225",30,1,1,10
"2226",30,1,1,10
"2227",30,1,1,10
"2228",31,1,1,10
"2229",31,1,1,10
"2230",32,1,1,10
"2231",32,1,1,10
"2232",32,1,1,10
"2233",32,1,1,10
"2234",32,1,1,10
"2235",33,1,1,10
"2236",33,1,1,10
"2237",33,1,1,10
"2238",33,1,1,10
"2239",33,1,1,10
"2240",33,1,1,10
"2241",34,1,1,10
"2242",34,1,1,10
"2243",34,1,1,10
"2244",34,1,1,10
"2245",34,1,1,10
"2246",34,1,1,10
"2247",34,1,1,10
"2248",34,1,1,10
"2249",34,1,1,10
"2250",34,1,1,10
"2251",34,1,1,10
"2252",35,1,1,10
"2253",35,1,1,10
"2254",35,1,1,10
"2255",35,1,1,10
"2256",35,1,1,10
"2257",35,1,1,10
"2258",35,1,1,10
"2259",35,1,1,10
"2260",36,1,1,10
"2261",36,1,1,10
"2262",36,1,1,10
"2263",36,1,1,10
"2264",36,1,1,10
"2265",36,1,1,10
"2266",36,1,1,10
"2267",36,1,1,10
"2268",36,1,1,10
"2269",37,1,1,10
"2270",37,1,1,10
"2271",37,1,1,10
"2272",37,1,1,10
"2273",37,1,1,10
"2274",37,1,1,10
"2275",37,1,1,10
"2276",37,1,1,10
"2277",38,1,1,10
"2278",38,1,1,10
"2279",38,1,1,10
"2280",38,1,1,10
"2281",38,1,1,10
"2282",38,1,1,10
"2283",38,1,1,10
"2284",38,1,1,10
"2285",38,1,1,10
"2286",38,1,1,10
"2287",40,1,1,10
"2288",40,1,1,10
"2289",40,1,1,10
"2290",41,1,1,10
"2291",41,1,1,10
"2292",42,1,1,10
"2293",42,1,1,10
"2294",42,1,1,10
"2295",42,1,1,10
"2296",42,1,1,10
"2297",42,1,1,10
"2298",42,1,1,10
"2299",43,1,1,10
"2300",43,1,1,10
"2301",20,2,1,10
"2302",23,2,1,10
"2303",24,2,1,10
"2304",25,2,1,10
"2305",25,2,1,10
"2306",26,2,1,10
"2307",26,2,1,10
"2308",27,2,1,10
"2309",27,2,1,10
"2310",28,2,1,10
"2311",28,2,1,10
"2312",28,2,1,10
"2313",29,2,1,10
"2314",29,2,1,10
"2315",29,2,1,10
"2316",29,2,1,10
"2317",29,2,1,10
"2318",29,2,1,10
"2319",30,2,1,10
"2320",30,2,1,10
"2321",30,2,1,10
"2322",30,2,1,10
"2323",30,2,1,10
"2324",30,2,1,10
"2325",30,2,1,10
"2326",31,2,1,10
"2327",31,2,1,10
"2328",31,2,1,10
"2329",31,2,1,10
"2330",31,2,1,10
"2331",31,2,1,10
"2332",31,2,1,10
"2333",32,2,1,10
"2334",32,2,1,10
"2335",32,2,1,10
"2336",32,2,1,10
"2337",33,2,1,10
"2338",33,2,1,10
"2339",33,2,1,10
"2340",33,2,1,10
"2341",34,2,1,10
"2342",34,2,1,10
"2343",34,2,1,10
"2344",34,2,1,10
"2345",34,2,1,10
"2346",35,2,1,10
"2347",35,2,1,10
"2348",35,2,1,10
"2349",35,2,1,10
"2350",35,2,1,10
"2351",35,2,1,10
"2352",36,2,1,10
"2353",36,2,1,10
"2354",36,2,1,10
"2355",36,2,1,10
"2356",36,2,1,10
"2357",36,2,1,10
"2358",37,2,1,10
"2359",37,2,1,10
"2360",37,2,1,10
"2361",37,2,1,10
"2362",37,2,1,10
"2363",38,2,1,10
"2364",38,2,1,10
"2365",38,2,1,10
"2366",38,2,1,10
"2367",38,2,1,10
"2368",38,2,1,10
"2369",38,2,1,10
"2370",39,2,1,10
"2371",39,2,1,10
"2372",39,2,1,10
"2373",39,2,1,10
"2374",39,2,1,10
"2375",39,2,1,10
"2376",40,2,1,10
"2377",40,2,1,10
"2378",40,2,1,10
"2379",40,2,1,10
"2380",40,2,1,10
"2381",40,2,1,10
"2382",40,2,1,10
"2383",40,2,1,10
"2384",40,2,1,10
"2385",40,2,1,10
"2386",41,2,1,10
"2387",41,2,1,10
"2388",41,2,1,10
"2389",42,2,1,10
"2390",42,2,1,10
"2391",42,2,1,10
"2392",43,2,1,10
"2393",43,2,1,10
"2394",43,2,1,10
"2395",44,2,1,10
"2396",44,2,1,10
"2397",44,2,1,10
"2398",45,2,1,10
"2399",52,2,1,10
"2400",53,2,1,10
"2401",20,1,2,10
"2402",22,1,2,10
"2403",24,1,2,10
"2404",24,1,2,10
"2405",24,1,2,10
"2406",25,1,2,10
"2407",27,1,2,10
"2408",28,1,2,10
"2409",28,1,2,10
"2410",28,1,2,10
"2411",28,1,2,10
"2412",28,1,2,10
